用户ID,商品ID,品牌,品牌ID,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价
602514,3609082,三星,517820,三星Galaxy Z Flip5 256GB,电子产品,1788515,pv,1511955172,7568.58
883301,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,pv,1512101160,426.81
168941,8821418,资生堂,318919,资生堂红腰子精华 50ml,美妆护肤,7040903,buy,1511729219,870.74
615060,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,pv,1511905640,303.67
564071,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,pv,1512056609,2903.45
486814,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,buy,1512237834,775.68
567574,3744636,华为,339116,华为MatePad Pro 12.6寸 i5/8GB/256GB,电子产品,1788515,pv,1511897519,4415.07
402020,2889495,华硕,838697,华硕灵耀14 i5/16GB/512GB,电子产品,1788515,cart,1512214400,7916.2
309505,6035084,方太,877093,方太侧吸油烟机 CXW-358-8230,家用电器,8888283,buy,1512068375,4089.03
936433,5277473,康师傅,358953,康师傅红烧牛肉面 100g*5袋,食品饮料,7142910,buy,1511937059,14.29
789023,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1512103525,3311.19
335134,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1511906790,6118.18
661654,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1512213783,14348.67
688508,3071935,太平鸟,295499,太平鸟连衣裙 红色 XXL码,服装鞋帽,6347472,buy,1511965065,640.94
691303,3056490,优衣库,166135,优衣库修身牛仔裤 白色 XL码,服装鞋帽,6347472,buy,1512327683,172.61
875584,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,pv,1511824981,3818.54
979414,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1511849254,716.77
654634,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,buy,1511673496,1259.4
583000,6998086,资生堂,318919,资生堂悦薇面霜 50ml,美妆护肤,7040903,pv,1511802857,1319.95
855855,2491976,阿迪达斯,652847,阿迪达斯运动长裤 Tiro 21 黑色 XXL码,服装鞋帽,6347472,buy,1511796970,176.21
236074,6873043,索菲亚,803490,索菲亚真皮床 1.8m 白色,家居用品,2884020,buy,1512123127,4609.4
621841,7611004,索菲亚,803490,索菲亚推拉门衣柜 2.2m 黑色,家居用品,2884020,buy,1512009552,4644.84
232378,1988867,荣耀,111804,荣耀Magic6 Pro 512GB 紫色,电子产品,1788515,buy,1512201258,2037.51
536774,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1511991525,77.52
814220,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,buy,1511992132,605.03
362529,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,cart,1511956359,605.03
829716,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1511657187,557.15
838237,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,buy,1511999131,644.72
915451,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1511799607,557.15
703139,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,buy,1512122189,26.95
301939,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1511657567,426.81
373453,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,pv,1511601923,3818.54
464301,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1511781970,557.15
507746,9213213,蒙牛,124278,蒙牛早餐奶 250ml*16盒,食品饮料,7142910,buy,1512096485,87.16
567576,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1512161565,77.52
457256,5877929,西门子,718578,西门子烤箱HB653GBS1W,家用电器,8888283,buy,1511763731,1029.17
221886,3117428,老板,109436,老板集成灶YKW-200-JZ,家用电器,8888283,buy,1511683754,4661.4
947975,9922972,小米,307716,小米14 Ultra 1TB 白色,电子产品,1788515,buy,1511969501,3918.36
222343,1015679,宜家,593883,宜家书桌 1.2m 白色,家居用品,2884020,buy,1511954221,3606.76
920934,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,buy,1511854169,605.03
702826,5382909,顾家,257671,顾家家居实木书桌 1.6m 棕色,家居用品,2884020,buy,1511742106,1790.83
359295,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1512005057,716.77
813793,2392644,优衣库,166135,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,6347472,buy,1512104700,226.09
538184,4378399,全友,2509,全友鞋柜 80cm 棕色,家居用品,2884020,buy,1511969124,3179.19
644500,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,pv,1512004390,2617.46
261450,4764666,蒙牛,124278,百事纯水乐 550ml*24瓶,食品饮料,7142910,pv,1511900250,71.15
733052,4605552,海尔,571650,海尔空调KFR-72LW/08LCA81U1,家用电器,8888283,fav,1511942893,6158.56
628373,7741678,统一,188064,百事可乐 330ml*24罐,食品饮料,7142910,buy,1512195962,36.5
829308,4764666,蒙牛,124278,百事纯水乐 550ml*24瓶,食品饮料,7142910,buy,1511901789,71.15
156304,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1511871095,1624.95
612356,1988867,荣耀,111804,荣耀Magic6 Pro 512GB 紫色,电子产品,1788515,cart,1511910537,2037.51
997546,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1512007191,6118.18
487477,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,buy,1512218680,219.34
819796,4083974,小米,307716,小米Pad 6 Pro 8GB/256GB,电子产品,1788515,buy,1511850630,5115.64
167136,6604951,H&M,912310,H&M男士衬衫 棕色 S码,服装鞋帽,6347472,buy,1511724788,340.34
982027,1015679,宜家,593883,宜家书桌 1.2m 白色,家居用品,2884020,buy,1511891379,3606.76
380989,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1511795156,77.52
991014,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,pv,1511887460,1650.54
220944,9879328,宜家,593883,宜家马尔姆床 1.5m 白色,家居用品,2884020,buy,1511872075,1948.33
853240,4083974,小米,307716,小米Pad 6 Pro 8GB/256GB,电子产品,1788515,buy,1511679501,5115.64
795612,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,buy,1512001934,4784.11
127941,8821418,资生堂,318919,资生堂红腰子精华 50ml,美妆护肤,7040903,buy,1511982358,870.74
449218,6448942,伊利,353571,伊利QQ星 125ml*20盒,食品饮料,7142910,fav,1511767165,26.02
994253,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,buy,1512069098,1833.92
667451,5954090,华硕,838697,华硕天选4 i7/16GB/1TB,电子产品,1788515,buy,1511744951,2346.39
444056,3794624,耐克,901589,耐克运动长裤 Tech Fleece 灰色 L码,服装鞋帽,6347472,buy,1512292345,584.25
416613,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1511851377,1624.95
392136,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1511978694,77.52
536802,9922972,小米,307716,小米14 Ultra 1TB 白色,电子产品,1788515,buy,1512282693,3918.36
460120,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,buy,1511956564,1259.4
692683,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1511857828,3824.76
550770,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1512204353,14348.67
787351,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1512001077,411.26
141468,5551267,伊利,353571,伊利金典 250ml*12盒,食品饮料,7142910,buy,1512192692,95.96
855053,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1511760746,284.11
926403,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,pv,1511959193,1814.26
243693,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1511969461,2903.45
429164,1297632,顾家,257671,顾家茶几 60cm 灰色,家居用品,2884020,buy,1511925108,1642.62
475876,7088888,顾家,257671,顾家餐桌 1.4m 原木色,家居用品,2884020,buy,1511987898,3672.27
211726,701828,VIVO,647850,VIVOX100 Pro 512GB 钛色,电子产品,1788515,cart,1511647469,2699.06
733760,3794624,耐克,901589,耐克运动长裤 Tech Fleece 灰色 L码,服装鞋帽,6347472,buy,1511966280,584.25
380464,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1512102416,928.24
468727,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1511906265,3824.76
910616,5247402,阿迪达斯,652847,阿迪达斯运动T恤 Climalite 白色 M码,服装鞋帽,6347472,buy,1511672319,160.91
230521,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1512218119,14348.67
884256,5189819,兰蔻,783723,兰蔻粉底液 自然色 30ml,美妆护肤,7040903,buy,1511809926,1329.63
814919,2565212,ZARA,1667,ZARA修身牛仔裤 绿色 L码,服装鞋帽,6347472,buy,1512039252,203.03
670913,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,buy,1511724291,4253.85
567122,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,pv,1511742124,1259.4
953025,6998086,资生堂,318919,资生堂悦薇面霜 50ml,美妆护肤,7040903,buy,1511813961,1319.95
590110,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1512010390,6118.18
486490,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,pv,1512012895,219.34
134500,4764666,蒙牛,124278,百事纯水乐 550ml*24瓶,食品饮料,7142910,cart,1512155810,71.15
254506,7428837,欧派,934621,欧派岩板餐桌 1.4m 棕色,家居用品,2884020,buy,1512223261,2592.1
446337,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1511769143,411.26
922157,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1512295240,1624.95
813536,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1511793958,557.15
734836,1988867,荣耀,111804,荣耀Magic6 Pro 512GB 紫色,电子产品,1788515,buy,1511823070,2037.51
345536,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1511955750,65.5
352153,4073737,VIVO,647850,VIVOX100 Pro 128GB 蓝色,电子产品,1788515,buy,1511894774,6329.2
885386,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,cart,1512287139,1833.92
379786,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,pv,1512253018,4397.9
434165,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,buy,1512028326,644.72
246748,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,buy,1512061423,2617.46
514850,9879328,宜家,593883,宜家马尔姆床 1.5m 白色,家居用品,2884020,buy,1512029447,1948.33
922471,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,cart,1511868632,4253.85
526673,5551267,伊利,353571,伊利金典 250ml*12盒,食品饮料,7142910,buy,1511927628,95.96
557239,9879328,宜家,593883,宜家马尔姆床 1.5m 白色,家居用品,2884020,cart,1512085925,1948.33
284019,7423681,全友,2509,全友餐桌 1.2m 灰色,家居用品,2884020,buy,1512048139,2649.18
292988,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,buy,1512168200,303.67
391369,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,buy,1511992621,5326.21
182911,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,buy,1511594832,267.94
185965,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,buy,1511630822,644.72
892313,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,pv,1511959938,605.03
101640,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1511670260,77.52
769987,4090109,小米,307716,小米13 Pro 512GB 蓝色,电子产品,1788515,buy,1511998172,4777.42
602681,6068189,三星,517820,三星Galaxy Tab S9 12GB/512GB,电子产品,1788515,buy,1511893195,16932.36
526117,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,buy,1512190891,1814.26
260227,6675301,耐克,901589,耐克运动T恤 Dry Fit 黑色 XL码,服装鞋帽,6347472,buy,1512035848,202.05
428122,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1511981460,2632.79
908634,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1511694938,557.15
476993,5877929,西门子,718578,西门子烤箱HB653GBS1W,家用电器,8888283,pv,1511957226,1029.17
738457,4243294,康师傅,358953,康师傅冰红茶 500ml*12瓶,食品饮料,7142910,buy,1511978316,75.45
333752,8033659,宜家,593883,宜家爱克托沙发 白色,家居用品,2884020,buy,1511955855,9036.23
338536,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1512135768,22.71
687713,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1511978710,1624.95
156802,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1511963925,716.77
598733,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,pv,1512033992,1650.54
342495,2501551,H&M,912310,H&M休闲裤 黑色 L码,服装鞋帽,6347472,pv,1512001088,50.18
507746,2392644,优衣库,166135,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,6347472,buy,1512007252,226.09
377312,6035084,方太,877093,方太侧吸油烟机 CXW-358-8230,家用电器,8888283,buy,1512309143,4089.03
492077,6619218,GAP,207780,GAP卫衣 连帽款 蓝色 XL码,服装鞋帽,6347472,buy,1511889876,185.4
787923,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,pv,1511955704,12742.0
101206,319015,顾家,257671,顾家储物床 1.5m 棕色,家居用品,2884020,buy,1512039026,2745.01
386604,701828,VIVO,647850,VIVOX100 Pro 512GB 钛色,电子产品,1788515,pv,1511929920,2699.06
718439,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,buy,1511810557,5326.21
768933,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,buy,1512128930,702.58
817675,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,pv,1511859632,219.34
817675,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,buy,1511917154,6667.81
676566,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,pv,1511756388,605.03
691364,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1512123358,14348.67
576786,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,buy,1512147890,5326.21
606680,2491976,阿迪达斯,652847,阿迪达斯运动长裤 Tiro 21 黑色 XXL码,服装鞋帽,6347472,buy,1511916379,176.21
934904,5491240,老板,109436,老板消毒柜ZTD100S-W727,家用电器,8888283,fav,1511829259,2298.27
347781,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1511637093,3824.76
855917,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,buy,1511982224,267.94
497562,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,buy,1511852622,4253.85
404309,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,pv,1511699377,12742.0
960616,3250465,海尔,571650,海尔洗衣机G100368HBD14LSU1,家用电器,8888283,buy,1511989230,4195.69
556068,4243294,康师傅,358953,康师傅冰红茶 500ml*12瓶,食品饮料,7142910,buy,1511921864,75.45
124302,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,buy,1512154947,4397.9
297303,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1511877255,53.31
340062,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1512064343,53.31
720556,7428837,欧派,934621,欧派岩板餐桌 1.4m 棕色,家居用品,2884020,pv,1511839648,2592.1
277487,3715670,统一,188064,百事美年达 330ml*24罐,食品饮料,7142910,buy,1511722181,38.77
201883,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1512034098,426.81
444056,1723455,宜家,593883,宜家毕利书架 80cm 白色,家居用品,2884020,buy,1511891103,451.79
491326,5669831,GAP,207780,GAP男士纯棉T恤 白色 XXL码,服装鞋帽,6347472,buy,1511997411,251.14
161733,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1511829992,44.26
975136,2491976,阿迪达斯,652847,阿迪达斯运动长裤 Tiro 21 黑色 XXL码,服装鞋帽,6347472,buy,1511966307,176.21
497700,2460387,戴尔,826566,戴尔XPS17 i9/32GB/2TB,电子产品,1788515,buy,1511869257,12166.08
103402,2501551,H&M,912310,H&M休闲裤 黑色 L码,服装鞋帽,6347472,buy,1512159077,50.18
590785,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1511607033,1624.95
436814,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1511800300,426.81
348235,1017947,格力,434092,格力变频冰箱 BCD-520WPQC,家用电器,8888283,buy,1512258187,7436.6
607753,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,buy,1512240172,429.08
109909,5877518,安踏,179263,安踏跑步鞋 C202 5代 黑色 42码,服装鞋帽,6347472,buy,1511858946,323.43
859340,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1511829114,14348.67
616554,5959961,统一,188064,统一阿萨姆奶茶 500ml*15瓶,食品饮料,7142910,buy,1511897616,58.6
417212,9922972,小米,307716,小米14 Ultra 1TB 白色,电子产品,1788515,buy,1511942024,3918.36
857537,3056490,优衣库,166135,优衣库修身牛仔裤 白色 XL码,服装鞋帽,6347472,pv,1511942748,172.61
676566,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,buy,1511871883,6767.84
558320,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,cart,1511965482,6667.81
813536,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,buy,1511826937,12742.0
116078,5877929,西门子,718578,西门子烤箱HB653GBS1W,家用电器,8888283,pv,1512004427,1029.17
872399,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1512019483,22.71
223014,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1512164128,6118.18
824156,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,buy,1511648685,4397.9
249715,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,pv,1511821029,314.05
498591,2044491,阿迪达斯,652847,阿迪达斯运动袜 3双装 绿色 XXL码,服装鞋帽,6347472,buy,1511983263,162.78
205428,8758579,迪奥,822650,迪奥粉底液 010 30ml,美妆护肤,7040903,buy,1511977965,397.75
905635,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1512184322,716.77
166340,3056490,优衣库,166135,优衣库修身牛仔裤 白色 XL码,服装鞋帽,6347472,buy,1512041842,172.61
561097,6068189,三星,517820,三星Galaxy Tab S9 12GB/512GB,电子产品,1788515,buy,1512075097,16932.36
448121,7088888,顾家,257671,顾家餐桌 1.4m 原木色,家居用品,2884020,buy,1512122087,3672.27
